"REF_NO","children","age_band","status","occupation","occupation_partner","home_status","family_income","self_employed","self_employed_partner","year_last_moved","TVarea","post_code","post_area","Average.Credit.Card.Transaction","Balance.Transfer","Term.Deposit","Life.Insurance","Medical.Insurance","Average.A.C.Balance","Personal.Loan","Investment.in.Mutual.Fund","Investment.Tax.Saving.Bond","Home.Loan","Online.Purchase.Amount","Revenue.Grid","gender","region","Investment.in.Commudity","Investment.in.Equity","Investment.in.Derivative","Portfolio.Balance"
11457,"3","26-30","Partner","Unknown","Unknown","Own Home","<30,000, >=27,500","No","Yes",1992,"Carlton","L17 0JX","L17",46.98,214.43,168.94,617.19,148.41,117.87,0,211.33,40.46,1.74,157.4,1,"Female","North West",239.19,88.13,189.21,510.49
10725,"Zero","55-60","Partner","Housewife","Retired","Own Home","<10,000, >= 8,000","No","No",1988,"Yorkshire","WF3 1TZ","WF3",19.99,64.49,182.93,114.95,171.8,120.84,0,95.93,0,0,0,2,"Female","Unknown",110.83,36.13,83.92,233.03
2813,"2","41-45","Partner","Professional","Housewife","Own Home",">=35,000","No","No",1989,"Central","CV7 7NQ","CV7",0,0,119.48,0,0,0,43.97,0,4.99,0,0,2,"Male","West Midlands",23.9,8.16,8.16,93.46
4130,"3","41-45","Divorced/Separated","Professional","Unknown","Own Home","<20,000, >=17,500","No","No",1997,"Meridian","RG31 6LJ","RG31",0,10.63,0,187.23,0,9.94,26.98,1.61,0,0,76.96,1,"Female","South East",39.57,19.25,37.63,103.03
5111,"Zero","45-50","Partner","Manual Worker","Manual Worker","Own Home","<17,500, >=15,000","No","No",1986,"Central","WS15 1JQ","WS15",0,0.01,0,22.99,0,9.99,0,0,0,5.47,0,2,"Male","West Midlands",4.6,2.58,5.5,-15.52
6541,"1","36-40","Partner","Secretarial/Admin","Secretarial/Admin","Own Home","<25,000, >=22,500","No","No",1998,"HTV","SA6 6TJ","SA6",0,53.47,0,97.93,30.98,37.96,0,108.42,29.47,8.48,14.99,2,"Female","Wales",36.48,33.22,50.79,113.93
5285,"Zero","51-55","Partner","Unknown","Manual Worker","Own Home","<12,500, >=10,000","No","No",1978,"Scottish TV","KA1 3RY","KA1",218.46,0,0,0,79.47,34.99,0,7.49,0,0,0,1,"Female","Scotland",59.59,7.08,20.33,110.62
616,"3","36-40","Partner","Professional","Manual Worker","Own Home","<20,000, >=17,500","No","No",1993,"Ulster","BT40 3DN","BT40",0,174.97,0,102.43,0,17.48,0,40.47,0,0,176.44,1,"Female","Northern Ireland",55.48,39.07,26.73,84.25
8940,"Zero","51-55","Partner","Professional","Manual Worker","Own Home","<15,000, >=12,500","No","No",1998,"Carlton","SS8 0AX","SS8",64.46,0,64.48,0,23.47,0,0,19.98,0,0,0,2,"Female","South East",30.48,3.33,7.24,8.03
7087,"2","36-40","Partner","Other","Unknown","Own Home","<30,000, >=27,500","No","Yes",1996,"Granada","CW1 5TY","CW1",0,0,0,22.99,14.98,0,0,19.99,0,0,0,2,"Female","North West",7.59,3.33,9.66,-3.3
3435,"Zero","51-55","Partner","Retired","Professional","Own Home",">=35,000","No","No",1983,"Tyne Tees","DL6 3DN","DL6",0,0,34.49,17.99,0,11.49,21.98,13.99,0,0,0,2,"Female","Unknown",10.5,7.91,10.91,50.25
3251,"Zero","71+","Partner","Housewife","Retired","Own Home","<12,500, >=10,000","No","No",1968,"Tyne Tees","TS12 1PE","TS12",0,35.48,0,100.47,0,53.48,187.84,72.46,6.49,2.99,5.99,2,"Female","North",27.19,54.88,70.12,120.07
9997,"2","31-35","Partner","Other","Retired","Own Home","<20,000, >=17,500","No","No",1982,"Scottish TV","ML10 6JT","ML10",0,14.99,0,0,9.98,0,41.86,0,0,4.99,0,2,"Female","Scotland",4.99,7.81,8.64,51.77
2214,"Zero","22-25","Partner","Manual Worker","Secretarial/Admin","Own Home","<25,000, >=22,500","No","No",1997,"Scottish TV","G72 0LE","G72",0,49.95,0,80.47,15.99,11.99,27.99,15.47,14.99,4.48,0,2,"Female","Scotland",29.28,12.49,27.82,74.81
9336,"Zero","51-55","Partner","Retired","Retired","Own Home",">=35,000","No","No",1987,"Meridian","L14 5UF","L14",9.99,75.98,59.98,0,210.78,14.49,12,71.43,0,8.73,0,2,"Male","North West",71.35,17.78,51.45,99.35
10226,"Zero","26-30","Partner","Professional","Professional","Own Home",">=35,000","No","Yes",1994,"Carlton","UB8 1XR","UB8",128.98,124.47,117.94,35.98,44.97,5.01,19.97,19.99,0,12.48,7.99,2,"Female","South East",90.47,10.91,20.99,98.11
11460,"1","41-45","Divorced/Separated","Secretarial/Admin","Unknown","Own Home","<17,500, >=15,000","No","No",1995,"Tyne Tees","NE9 6XZ","NE9",0,25,0,163.4,15.99,9.97,17.97,33.99,49.47,0,60.95,1,"Female","North",40.88,28.73,48.47,130.61
7004,"Zero","61-65","Widowed","Retired","Unknown","Own Home","< 8,000, >= 4,000","No","No",1966,"Yorkshire","S36 2SX","S36",0,154.47,0,0.01,55.96,0,17.99,0,9.48,0,27.98,2,"Female","Unknown",42.09,9.24,13.91,82.43
1266,"Zero","65-70","Partner","Retired","Professional","Own Home",">=35,000","No","Yes",1993,"Meridian","L13 1QP","L13",0,74.98,34.49,77.47,0,0,0,29.48,0,0,0,2,"Male","North West",37.39,4.91,17.83,40.89
5697,"1","41-45","Partner","Secretarial/Admin","Manual Worker","Own Home","<30,000, >=27,500","No","No",1980,"Central","WV9 5DG","WV9",0,240.36,70.47,100.39,0,48.47,19.58,85.23,0,0,4.99,2,"Female","West Midlands",82.24,26.38,42.28,142.07
5688,"1","51-55","Partner","Professional","Secretarial/Admin","Own Home","<27,500, >=25,000","No","Yes",1996,"Carlton","AL10 8SY","AL10",82.97,118.96,80.48,217.4,70.45,173.91,51.46,100.42,0,59.93,2.99,2,"Female","South East",114.05,64.79,102.27,286.13
3429,"2","31-35","Partner","Housewife","Other","Own Home","<17,500, >=15,000","No","No",1987,"Ulster","BT19 6NN","BT19",0,165.95,0,92.47,46.96,60.43,40.97,41.46,25.96,9.98,36.97,2,"Female","Northern Ireland",61.08,35.96,51.38,130.98
6520,"1","31-35","Single/Never Married","Professional","Unknown","Own Home","<25,000, >=22,500","No","No",1996,"Carlton","SL0 0RX","SL0",0,184.96,213.94,263.4,0,132.37,0,62.46,9.98,14.97,0,2,"Female","South East",132.46,36.63,78.04,252.77
9046,"Zero","22-25","Partner","Secretarial/Admin","Manual Worker","Own Home","<25,000, >=22,500","No","Yes",1991,"Tyne Tees","DL12 9JN","DL12",0,19.99,69.98,47.97,0,9.49,0,25.48,1,0,39.98,2,"Female","North",27.59,12.66,13.99,45.32
9106,"Zero","55-60","Partner","Manual Worker","Business Manager","Own Home","<20,000, >=17,500","No","No",1967,"Grampian","PH22 1RR","PH22",0,0,0,0,0,0,36.45,39.92,0,0,0,2,"Female","Scotland",0,12.73,12.73,57.74
7102,"Zero","45-50","Partner","Manual Worker","Professional","Own Home","<25,000, >=22,500","No","No",1979,"Grampian","DD4 9PS","DD4",0,54.48,19.48,14.49,0,55.96,0,0.01,23.98,0,0,2,"Male","Scotland",17.69,13.33,15.74,54.09
7457,"Zero","45-50","Partner","Housewife","Business Manager","Own Home","<25,000, >=22,500","No","No",1970,"Scottish TV","PA3 4NH","PA3",0,78.95,0,48.94,0,11.99,0,40.95,10.48,9.99,21.97,2,"Female","Scotland",25.58,15.9,18.73,72.14
1462,"Zero","51-55","Partner","Housewife","Business Manager","Own Home","<20,000, >=17,500","No","No",1983,"Yorkshire","DN10 6DF","DN10",78.96,0,24.49,0,25,0,0,0,0,0,0,2,"Female","Unknown",25.69,0,4.17,22.49
10704,"Zero","51-55","Partner","Professional","Professional","Own Home","<30,000, >=27,500","No","No",1982,"Yorkshire","LS29 7PR","LS29",0,0,0,0,0,0,0,0,0,0,0,2,"Male","Unknown",0,0,0,53.11
9800,"2","41-45","Partner","Secretarial/Admin","Professional","Own Home",">=35,000","No","No",1994,"Meridian","RG41 3HR","RG41",0,0,0,22.49,39.48,16.98,189.31,98.4,6.48,0,0,2,"Female","South East",12.39,51.86,62.19,147.13
493,"Zero","61-65","Partner","Business Manager","Housewife","Own Home","<27,500, >=25,000","No","No",1989,"Carlton","EN11 9LP","EN11",0,24.99,0,5.99,0,0,0,17.98,28.98,0,0,2,"Male","South East",6.2,7.83,8.83,7.54
2242,"Zero","26-30","Partner","Manual Worker","Other","Own Home","<20,000, >=17,500","Yes","No",1996,"Anglia","CO5 0DS","CO5",36.96,0,29.49,0,0,0,0,0,0,1.24,0,2,"Male","South East",13.29,0.21,0,-43.03
3381,"1","45-50","Widowed","Retired","Student","Own Home","<10,000, >= 8,000","No","No",1953,"HTV","CF47 8SL","CF47",224.45,0,4.99,42.48,30.47,49.94,179.36,35.47,0,0,0,2,"Female","Wales",60.48,44.13,56.29,134.25
1202,"Zero","65-70","Partner","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1966,"Meridian","M13 9AX","M13",0,0,0,39.99,0,17.99,10.98,0,0,0,0,2,"Male","North West",8,4.83,11.49,14.04
3358,"2","36-40","Partner","Business Manager","Unknown","Own Home",">=35,000","No","Yes",1987,"Meridian","RG24 8RW","RG24",0,0,74.48,0,0,7.98,0,13.49,2.99,18.48,14.99,2,"Male","South East",14.9,9.66,4.08,-16.91
3686,"Zero","36-40","Partner","Unknown","Unknown","Rent from Council/HA","<30,000, >=27,500","No","No",1984,"Anglia","NN5 6TQ","NN5",0,49.98,0,0,17.98,9.48,0,25.48,0,9.47,0,2,"Female","East Midlands",13.59,7.41,8.82,-5.52
9399,"2","36-40","Partner","Business Manager","Professional","Own Home",">=35,000","No","No",1989,"Granada","BB6 7RB","BB6",0,239.87,0,321.29,10.99,105.92,0,66.44,0,30.45,108.45,1,"Male","North West",114.43,51.88,84.11,209.34
7961,"Zero","22-25","Partner","Secretarial/Admin","Business Manager","Own Home",">=35,000","No","No",1994,"Carlton","SS5 4LA","SS5",167.98,79.48,0,19.99,62.95,24.96,0,51.45,7,0,219.39,1,"Female","South East",66.08,50.47,27.73,202.57
2205,"2","41-45","Partner","Professional","Professional","Own Home",">=35,000","No","No",1975,"HTV","CF44 8YE","CF44",0,121.96,0,13.49,6.98,34.98,0,81.44,0,0,0,2,"Male","Wales",28.49,19.4,22.82,121.28
3265,"3","31-35","Partner","Professional","Other","Own Home","<20,000, >=17,500","Yes","Yes",1989,"TV South West","DT1 2EX","DT1",0,0,0,0,0,11.98,17.4,0,36.93,0,1.03,1,"Male","South West",0,11.22,11.05,46.45
3910,"Zero","71+","Partner","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1984,"Yorkshire","S40 3NQ","S40",0,0,49.99,0,0,0,0,27.99,24.49,27.2,11.48,2,"Female","East Midlands",10,15.19,8.75,64.03
1961,"Zero","61-65","Partner","Retired","Retired","Own Home","Unknown","No","No",1985,"Tyne Tees","SR7 9TG","SR7",26.98,0,19.49,0,49.47,0,0,0,29.99,0,0,2,"Female","North",19.19,5,13.24,63.52
3614,"2","36-40","Partner","Secretarial/Admin","Manual Worker","Own Home","<22,500, >=20,000","No","Yes",1985,"HTV","BS15 9XE","BS15",0,79.98,29.49,50.45,0,24.49,49.95,0,0,0,0,2,"Female","South West",31.98,12.41,20.82,93.63
10822,"Zero","55-60","Partner","Professional","Manual Worker","Own Home","<10,000, >= 8,000","No","No",1963,"Yorkshire","YO26 6JB","YO26",0,0,0,73.45,0,0,51.96,0,0,0,0,2,"Female","Unknown",14.69,8.66,20.9,26.3
3192,"2","31-35","Partner","Manual Worker","Housewife","Own Home",">=35,000","No","No",1994,"Meridian","L14 8BJ","L14",0,0,0,25.99,0,0,0,15.48,0,0,0,2,"Male","North West",5.2,2.58,6.91,-12.51
8072,"Zero","51-55","Widowed","Secretarial/Admin","Unknown","Own Home","<22,500, >=20,000","No","No",1995,"Meridian","CT5 1EZ","CT5",0,24.99,0,48.48,0,0,0,0,0,15.98,0,2,"Female","South East",14.69,2.66,8.08,36.99
10343,"Zero","45-50","Single/Never Married","Professional","Unknown","Own Home","<27,500, >=25,000","No","No",1983,"Central","CV10 8EN","CV10",0,40.46,0,4.99,0,33.48,12.49,62.45,0,0,0,2,"Female","West Midlands",9.09,18.07,18.9,34.41
10275,"Zero","55-60","Partner","Housewife","Unknown","Own Home","<15,000, >=12,500","No","Yes",1964,"Anglia","NR33 7PN","NR33",0,0,0,34.99,0,26.48,0,0,0,0,0,2,"Female","East Anglia",7,4.41,10.25,45.91
8714,"Zero","51-55","Partner","Secretarial/Admin","Manual Worker","Own Home","<15,000, >=12,500","No","No",1998,"HTV","TA18 7JQ","TA18",117.34,0.02,514.26,0,29.44,0.01,0,0,0,0,22.49,2,"Female","South West",132.21,3.75,4.91,130.18
3446,"2","36-40","Partner","Housewife","Manual Worker","Own Home",">=35,000","No","No",1993,"Central","NG16 3QH","NG16",55.95,29.48,17.99,168.4,62.46,24.99,22.48,57.97,0,6.21,0,2,"Female","East Midlands",66.86,18.61,56.05,126.68
3817,"1","26-30","Partner","Business Manager","Secretarial/Admin","Own Home","<27,500, >=25,000","No","No",1991,"Anglia","CM8 2QR","CM8",289.45,23.97,19.99,35.45,9.99,0.51,0,14.99,0,0,18.48,1,"Male","South East",75.77,5.66,10.16,112.5
8204,"Zero","45-50","Partner","Professional","Professional","Own Home",">=35,000","No","No",1997,"Meridian","BH23 2BU","BH23",0,0,0,0,0,0,196.32,0,0,0,0,2,"Male","South West",0,32.72,32.72,90.3
8647,"3","31-35","Partner","Unknown","Unknown","Own Home","<25,000, >=22,500","No","No",1997,"HTV","TA21 9RX","TA21",0,0,0,0,0,19.48,21.97,0,2.49,0,39.48,2,"Female","South West",0,13.9,7.32,17.61
8467,"Zero","45-50","Divorced/Separated","Secretarial/Admin","Unknown","Own Home","<12,500, >=10,000","No","No",1995,"HTV","SN14 7AD","SN14",0,60.98,0,0,0,0,0,0,0,18.46,0,2,"Female","South West",12.2,3.08,0,-0.69
8484,"1","26-30","Partner","Business Manager","Housewife","Own Home","<30,000, >=27,500","No","No",1993,"Carlton","RM3 0DS","RM3",12.97,19.46,217.32,197.83,144.41,55.45,265.29,137.38,25.45,33.17,55.95,2,"Male","South East",118.4,95.45,137.64,344.24
492,"Zero","45-50","Partner","Housewife","Retired","Own Home","<10,000, >= 8,000","No","No",1976,"Carlton","L17 2HN","L17",0,49.44,0,191.87,0,0,0,23.98,0,0,0,1,"Female","North West",48.26,4,35.98,32.12
637,"Zero","61-65","Widowed","Retired","Unknown","Own Home","< 4,000","No","No",1965,"Granada","M31 4JN","M31",0,0,0,0,0,6.99,107.96,0,0,0,0,2,"Female","North West",0,19.16,19.16,54.63
741,"Zero","26-30","Single/Never Married","Secretarial/Admin","Manual Worker","Own Home","<22,500, >=20,000","No","No",1993,"Meridian","L17 7RF","L17",124.48,192.46,41.47,29.99,0,0,0,13.99,0,0,1.49,2,"Female","North West",77.68,2.58,7.33,76.77
2,"Zero","55-60","Single/Never Married","Retired","Retired","Own Home","<27,500, >=25,000","No","No",1998,"Granada","M41 0QH","M41",0,74.98,0,25.99,0,0,0,0,0,0,0,2,"Female","North West",20.19,0,4.33,22.78
6705,"Zero","71+","Single/Never Married","Retired","Unknown","Own Home","<12,500, >=10,000","No","No",1960,"Yorkshire","S18 1XX","S18",14.99,0,0,11.45,0,8.99,0,17.49,39.99,0,0,1,"Female","East Midlands",5.29,11.08,12.99,-19.7
3775,"1","31-35","Partner","Professional","Manual Worker","Own Home",">=35,000","No","No",1998,"Central","B97 5BY","B97",0,17.99,0,0.01,2.99,0,126.71,23.98,12.99,0,0,2,"Female","West Midlands",4.2,27.28,27.78,-18.81
10612,"2","45-50","Partner","Secretarial/Admin","Professional","Own Home","<27,500, >=25,000","Yes","No",1984,"Grampian","AB32 6WS","AB32",0,0,0,0,0,0,0,0,0,0,113.98,1,"Female","Scotland",0,19,0,31.62
104,"Zero","22-25","Single/Never Married","Secretarial/Admin","Unknown","Own Home","<15,000, >=12,500","No","No",1987,"Anglia","NR30 5XE","NR30",0,0,19.99,0,0,0,0,0,0,0,0,2,"Female","East Anglia",4,0,0,4.98
7159,"Zero","55-60","Partner","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1994,"TV South West","PL26 7ND","PL26",29.99,0,24.99,0,0,5.99,0,43.97,0,0,0,2,"Female","South West",11,8.33,8.33,30.03
7445,"Zero","51-55","Single/Never Married","Secretarial/Admin","Professional","Rent from Council/HA","<15,000, >=12,500","No","No",1984,"TV South West","DT3 6RF","DT3",0,19.99,0,8.99,0,70.46,0,36.98,0,0,0,2,"Female","South West",5.8,17.91,19.41,63.61
7842,"Zero","61-65","Partner","Retired","Retired","Own Home","<17,500, >=15,000","No","No",1994,"Meridian","L22 0AB","L22",0,59.48,0,81.46,0,0,0,31.46,21.44,0,1.49,2,"Female","North West",28.19,9.07,22.39,14.66
9547,"1","41-45","Partner","Housewife","Unknown","Own Home","<25,000, >=22,500","No","No",1980,"Ulster","BT34 3LL","BT34",0,17.98,0,0,0,29.99,0,0,0,0,0,2,"Female","Northern Ireland",3.6,5,5,-25.46
7463,"Zero","31-35","Partner","Professional","Professional","Own Home","<30,000, >=27,500","No","No",1995,"Anglia","NR11 6UR","NR11",16.98,0,8.98,0,83.41,159.94,6.48,35.98,0,0,13.48,2,"Female","East Anglia",21.87,35.98,47.64,137.05
9730,"Zero","61-65","Partner","Retired","Manual Worker","Own Home","<22,500, >=20,000","No","No",1972,"Carlton","PR13 3LP","PR13",0,34.99,0,44.45,0,23.48,0,0,0,0,0,2,"Female","North West",15.89,3.91,11.32,31.95
8454,"Zero","31-35","Partner","Professional","Secretarial/Admin","Own Home",">=35,000","No","No",1992,"Tyne Tees","TS10 2QS","TS10",0,29.99,0,23.47,0,24.94,0,107.89,17.97,0,0,2,"Male","North",10.69,25.13,29.05,9.48
5743,"Zero","41-45","Partner","Other","Retired","Own Home","<27,500, >=25,000","No","No",1995,"TV South West","EX10 0QZ","EX10",0,270.92,10.51,147.41,0,16.95,0,81.9,0,0,0,2,"Female","South West",85.77,16.48,41.04,140.36
10611,"Zero","61-65","Partner","Retired","Retired","Own Home","<22,500, >=20,000","No","No",1988,"Meridian","L22 6BU","L22",0,39.98,0,0,0,0,0,0,7.99,0,0,2,"Female","North West",8,1.33,1.33,-52.09
7026,"1","31-35","Partner","Other","Business Manager","Own Home","<27,500, >=25,000","No","No",1993,"Central","GL4 4GU","GL4",56.97,19.98,54.46,19.98,20.98,39.99,25.43,22.47,6.99,0,0,2,"Male","South West",34.47,15.81,22.64,13.75
7103,"2","41-45","Partner","Business Manager","Housewife","Own Home",">=35,000","No","No",1996,"Anglia","PE6 8SU","PE6",208.43,0,48.98,91.46,14.98,151.38,13.48,69.45,17.69,9.47,0,2,"Male","East Anglia",72.77,43.58,59.74,183.92
3343,"1","45-50","Widowed","Secretarial/Admin","Unknown","Own Home","<15,000, >=12,500","No","No",1998,"Yorkshire","LS19 7JW","LS19",0,0,0,0,22.96,0,87.4,0,45.45,0,0,1,"Female","Unknown",4.59,22.14,25.97,34.95
9843,"Zero","51-55","Partner","Secretarial/Admin","Retired","Own Home","<15,000, >=12,500","No","No",1969,"Scottish TV","FK4 1DP","FK4",0,182.94,109.95,93.45,34.95,39.96,0,39.95,3.49,0,41.97,2,"Female","Scotland",84.26,20.9,35.3,66.96
6976,"Zero","61-65","Widowed","Retired","Unknown","Own Home","< 4,000","No","No",1985,"HTV","SY20 9RP","SY20",0,0,0,72.45,0,0,0,0,0,0,0,2,"Female","Wales",14.49,0,12.08,59.71
6418,"Zero","55-60","Divorced/Separated","Retired","Unknown","Own Home","< 8,000, >= 4,000","No","No",1995,"TV South West","EX12 2LG","EX12",0.01,113.46,155.43,15.49,39.47,44.98,415.65,23.98,0,0,0,2,"Female","South West",64.77,80.77,89.93,229.47
7724,"Zero","61-65","Partner","Retired","Professional","Own Home",">=35,000","No","No",1978,"Tyne Tees","SR7 9RJ","SR7",137.92,511.43,69.48,129.96,199.85,66.43,6.99,17.98,15.21,0,0,2,"Female","North",209.73,17.77,72.74,265.34
9136,"1","55-60","Widowed","Professional","Retired","Own Home","<25,000, >=22,500","No","No",1986,"Meridian","BH11 9PY","BH11",0,0,14.49,80.46,0,56.98,54.95,20.98,0,4.49,0,2,"Female","South West",18.99,22.9,35.56,74.69
4509,"Zero","65-70","Partner","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1996,"Carlton","CM3 5UD","CM3",0,81.97,9.49,83.41,16.98,80.4,81.94,142.38,0,9.98,1,2,"Male","South East",38.37,52.62,67.52,106.77
10723,"Zero","31-35","Single/Never Married","Business Manager","Unknown","Own Home","<22,500, >=20,000","No","No",1989,"Meridian","PR18 7JP","PR18",0,0,0,0,0,4.99,0,0,0,0,0,2,"Male","North West",0,0.83,0.83,-32.9
3535,"Zero","31-35","Partner","Professional","Business Manager","Own Home","<30,000, >=27,500","No","Yes",1988,"HTV","SA4 1UJ","SA4",0,0,0,0,0,7.49,0,21.99,24.99,7.48,0,2,"Female","Wales",0,10.33,9.08,1.48
9027,"2","26-30","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1997,"Meridian","L14 5FQ","L14",7,0,53.97,80.96,16.97,53.96,56.43,0,5.98,0,0,2,"Female","North West",31.78,19.4,35.72,107.68
1406,"2","45-50","Partner","Professional","Professional","Own Home","<27,500, >=25,000","No","No",1987,"Yorkshire","NG34 7LN","NG34",35.48,0,10.49,83.96,49.47,67.48,0,33.98,19.49,0,0,2,"Female","East Midlands",35.88,20.16,42.4,173.97
6103,"Zero","41-45","Partner","Housewife","Manual Worker","Live in Parental Hom","<17,500, >=15,000","No","Yes",1973,"Anglia","CO4 5NJ","CO4",0,0,0,55.47,29.99,14.98,15.99,35.48,0,19.98,0,2,"Female","South East",17.09,14.41,25.32,35.36
284,"Zero","31-35","Partner","Secretarial/Admin","Business Manager","Own Home",">=35,000","No","No",1996,"Yorkshire","DN5 7RX","DN5",15.48,263.95,0,51.46,10.49,51.47,0,61.91,6.99,0,21.49,2,"Female","Unknown",68.28,23.64,30.39,128.42
9710,"Zero","65-70","Widowed","Unknown","Unknown","Own Home","<10,000, >= 8,000","No","No",1986,"HTV","BS30 7DX","BS30",19.99,0,139.95,0,133.35,0,0,0,0,0,0,2,"Female","South West",58.66,0,22.23,118.25
8314,"2","36-40","Partner","Professional","Professional","Own Home",">=35,000","No","No",1997,"Yorkshire","S18 1RJ","S18",0,0,0,5.99,0,48.48,0,0,0,0,0,2,"Female","East Midlands",1.2,8.08,9.08,51.46
9245,"Zero","51-55","Widowed","Secretarial/Admin","Unknown","Own Home","<15,000, >=12,500","No","No",1985,"Carlton","SS0 9NW","SS0",9.48,54.98,139.91,294.81,33.25,183.39,0,146.87,4.49,19.98,0,2,"Female","South East",106.49,59.12,110.47,240.67
7894,"1","36-40","Partner","Housewife","Other","Own Home",">=35,000","No","No",1997,"Grampian","IV36 3XJ","IV36",29.98,54.98,0,42.96,14.47,54.41,29.47,107.91,1,45.91,0,2,"Female","Scotland",28.48,39.78,41.7,65.99
5229,"Zero","71+","Partner","Retired","Retired","Own Home","<15,000, >=12,500","No","No",0,"Granada","WA4 3BG","WA4",0,0,0,0,0,0,0,0,0,0,0,2,"Female","North West",0,0,0,6.22
10105,"Zero","71+","Partner","Retired","Retired","Rent from Council/HA","< 8,000, >= 4,000","No","No",1946,"Meridian","L41 2XX","L41",0,0,0,0,0,0,0,61.46,9.99,0,8.99,2,"Female","North West",0,13.41,11.91,24.81
121,"1","31-35","Partner","Secretarial/Admin","Professional","Own Home",">=35,000","No","No",1998,"Grampian","DD10 0TT","DD10",0,0,0,0,0,0,0,0,0,0,0,2,"Female","Scotland",0,0,0,-30.58
991,"Zero","61-65","Partner","Retired","Unknown","Own Home","<17,500, >=15,000","No","No",1989,"HTV","LL22 9YH","LL22",21.47,0,29.98,110.93,75.42,83.31,0,128.89,21.95,19.19,110.92,1,"Female","Wales",47.56,60.71,70.08,223.75
5849,"Zero","22-25","Partner","Secretarial/Admin","Business Manager","Own Home","<27,500, >=25,000","No","No",1994,"Tyne Tees","NE21 6HF","NE21",0,0,0,0,0,0,0,0,29.99,0,0,2,"Female","North",0,5,5,27.73
1487,"2","31-35","Partner","Business Manager","Manual Worker","Own Home",">=35,000","No","No",1994,"Carlton","HP1 3JS","HP1",104.98,109.48,0,0,0,9.96,0,11.49,0,0,0,2,"Female","South East",42.89,3.58,3.58,90.82
